job_id,job_title,salary_usd,location,work_type,experience_level,industry,company_size,skills_required,num_skills,post_date,applicants
JP-12036,BI Analyst,87000,"Boston, MA",On-Site,Entry (0-2 yrs),Manufacturing,Mid-Market (201-1000),"Google Sheets, Redshift, Scala, SQL, Tableau",5,2025-03-10,116
JP-12037,BI Analyst,101000,"Miami, FL",On-Site,Senior (6-10 yrs),Healthcare,Mid-Market (201-1000),"Power BI, Snowflake",2,2025-06-12,102
JP-12038,ML Engineer,134000,"Chicago, IL",Remote,Entry (0-2 yrs),Finance,Large (1001-5000),"Docker, R, Git, Scala, XGBoost",5,2025-11-20,168
JP-12039,Senior Data Engineer,205000,"Seattle, WA",On-Site,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"Java, Snowflake, dbt, Kafka, PostgreSQL, Databricks",6,2025-12-07,82
JP-12040,ML Engineer,162000,"Miami, FL",Hybrid,Senior (6-10 yrs),Retail,Mid-Market (201-1000),"dbt, SQL, AWS, R, BigQuery, Airflow, Scikit-learn, Databricks, PostgreSQL",9,2025-04-22,65
JP-12041,Data Analyst,58000,"Chicago, IL",Hybrid,Entry (0-2 yrs),Retail,Mid-Market (201-1000),"Java, Tableau",2,2025-03-14,127
JP-12042,ML Engineer,112000,"Miami, FL",Remote,Mid (3-5 yrs),Technology,Startup (1-50),"Spark MLlib, XGBoost, Kafka, Tableau, R",5,2025-12-24,113
JP-12043,Data Engineer,112000,"Miami, FL",Remote,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Databricks, BigQuery, Java, Snowflake, TensorFlow, Docker, Git, XGBoost, PostgreSQL",9,2025-09-10,139
JP-12044,Business Analyst,93000,"Minneapolis, MN",Remote,Lead (10+ yrs),Retail,Enterprise (5000+),"Java, Power BI",2,2025-04-11,126
JP-12045,Data Analyst,89000,Remote,Remote,Mid (3-5 yrs),Healthcare,Small (51-200),"SQL, Google Sheets, Looker, Spark MLlib, XGBoost",5,2025-11-05,115
JP-12046,BI Analyst,56000,"Minneapolis, MN",Remote,Entry (0-2 yrs),Finance,Large (1001-5000),"SQL, Power BI, Scala",3,2025-09-05,179
JP-12047,Senior Data Engineer,184000,"Nashville, TN",On-Site,Senior (6-10 yrs),Technology,Small (51-200),"dbt, XGBoost, MySQL, Azure",4,2025-10-20,97
JP-12048,Business Analyst,66000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Technology,Large (1001-5000),"Java, Looker",2,2025-09-04,93
JP-12049,ML Engineer,181000,"San Francisco, CA",Remote,Senior (6-10 yrs),Consulting,Mid-Market (201-1000),"MySQL, Python, Git, Databricks, dbt, TensorFlow, Spark MLlib",7,2025-09-25,120
JP-12050,Data Engineer,99000,"Dallas, TX",Hybrid,Mid (3-5 yrs),Healthcare,Small (51-200),"Java, dbt, MongoDB, AWS, Python, MySQL, Git",7,2025-11-02,71
JP-12051,Data Scientist,116000,"Miami, FL",On-Site,Entry (0-2 yrs),Education,Enterprise (5000+),"Java, Scikit-learn, BigQuery, Python, Excel, Redshift, Power BI",7,2025-11-08,102
JP-12052,Data Analyst,69000,"Miami, FL",Hybrid,Mid (3-5 yrs),Media,Enterprise (5000+),"Power BI, BigQuery",2,2025-01-29,79
JP-12053,Senior Data Engineer,240000,"Austin, TX",Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"Snowflake, Kafka, SQL, MongoDB",4,2025-08-28,113
JP-12054,Data Scientist,93000,"Austin, TX",Hybrid,Entry (0-2 yrs),Finance,Mid-Market (201-1000),"Git, PyTorch, Python, Redshift, MySQL, Scikit-learn, Looker, Docker",8,2025-11-12,98
JP-12055,Data Analyst,77000,"Dallas, TX",Hybrid,Mid (3-5 yrs),Healthcare,Small (51-200),"SQL, R",2,2025-09-13,83
JP-12056,BI Analyst,79000,"Portland, OR",Hybrid,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Airflow, Python, Power BI, Azure, Docker, Java",6,2025-10-03,82
JP-12057,Senior Data Engineer,207000,"Nashville, TN",Remote,Lead (10+ yrs),Finance,Mid-Market (201-1000),"PostgreSQL, Docker, Redshift, AWS, Java",5,2025-10-19,132
JP-12058,Senior Data Analyst,157000,"Portland, OR",Hybrid,Lead (10+ yrs),Technology,Enterprise (5000+),"Looker, R, Redshift",3,2025-12-02,84
JP-12059,Data Analyst,79000,"Atlanta, GA",Hybrid,Senior (6-10 yrs),Technology,Small (51-200),"Tableau, SQL",2,2025-01-07,75
JP-12060,Analytics Engineer,141000,"Raleigh, NC",Remote,Senior (6-10 yrs),Technology,Enterprise (5000+),"Python, SQL, Redshift, Snowflake",4,2025-02-05,126
JP-12061,Business Analyst,105000,"Seattle, WA",Hybrid,Mid (3-5 yrs),Retail,Enterprise (5000+),"MongoDB, Google Sheets",2,2025-02-08,80
JP-12062,Data Scientist,214000,"San Francisco, CA",Hybrid,Lead (10+ yrs),Consulting,Startup (1-50),"PyTorch, Google Sheets, Looker, Java",4,2025-11-01,91
JP-12063,Analytics Engineer,122000,"Dallas, TX",On-Site,Lead (10+ yrs),Finance,Mid-Market (201-1000),"BigQuery, Kafka, Java",3,2025-04-26,82
JP-12064,Data Analyst,52000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Technology,Enterprise (5000+),"Java, GCP, Azure, MongoDB, Tableau, PyTorch",6,2025-11-26,100
JP-12065,Business Analyst,50000,"Atlanta, GA",Hybrid,Mid (3-5 yrs),Manufacturing,Mid-Market (201-1000),"Python, R",2,2025-12-27,87
JP-12066,Senior Data Analyst,127000,"Raleigh, NC",Remote,Senior (6-10 yrs),Consulting,Enterprise (5000+),"GCP, Tableau",2,2025-04-06,121
JP-12067,Senior Data Analyst,134000,"Miami, FL",Remote,Lead (10+ yrs),Retail,Startup (1-50),"Scala, Google Sheets, dbt, Spark MLlib, PostgreSQL, Azure, R, TensorFlow",8,2025-09-21,129
JP-12068,Data Scientist,138000,"Miami, FL",On-Site,Mid (3-5 yrs),Education,Mid-Market (201-1000),"Tableau, Looker, GCP, Scala, BigQuery, Databricks",6,2025-04-24,84
JP-12069,Senior Data Engineer,219000,Remote,Remote,Lead (10+ yrs),Finance,Large (1001-5000),"Java, MongoDB, Airflow, PostgreSQL, Kafka, AWS, Databricks, Scala",8,2025-08-21,144
JP-12070,Data Analyst,113000,"San Francisco, CA",On-Site,Mid (3-5 yrs),Technology,Enterprise (5000+),"Looker, Azure, Snowflake, Google Sheets, Redshift, Scala",6,2025-05-22,79
JP-12071,Business Analyst,75000,"Phoenix, AZ",Remote,Mid (3-5 yrs),Manufacturing,Enterprise (5000+),"Tableau, SQL",2,2025-07-26,99
JP-12072,Senior Data Analyst,151000,"Boston, MA",On-Site,Senior (6-10 yrs),Technology,Large (1001-5000),"Snowflake, Excel, Looker, Redshift, Docker, R",6,2025-04-27,78
JP-12073,BI Analyst,78000,"Nashville, TN",On-Site,Mid (3-5 yrs),Retail,Mid-Market (201-1000),"R, Power BI, SQL",3,2025-11-21,88
JP-12074,Senior Data Engineer,143000,"Boston, MA",Hybrid,Entry (0-2 yrs),Finance,Mid-Market (201-1000),"Google Sheets, Snowflake, Git, PostgreSQL, Java",5,2025-05-15,113
JP-12075,Data Analyst,93000,"New York, NY",Hybrid,Entry (0-2 yrs),Finance,Large (1001-5000),"R, Excel, SQL, MongoDB, Scikit-learn, AWS, BigQuery, Google Sheets",8,2025-12-19,125
JP-12076,ML Engineer,146000,"Raleigh, NC",Remote,Mid (3-5 yrs),Technology,Enterprise (5000+),"Java, Kafka, PostgreSQL, dbt, PyTorch, Azure, Spark MLlib, SQL",8,2025-09-04,126
JP-12077,Data Engineer,99000,"Miami, FL",Remote,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Docker, dbt, Azure, Scala, Redshift, SQL",6,2025-07-15,158
JP-12078,BI Analyst,60000,"Chicago, IL",Remote,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Excel, PostgreSQL, Tableau",3,2025-07-13,183
JP-12079,Senior Data Engineer,207000,"Chicago, IL",On-Site,Senior (6-10 yrs),Technology,Small (51-200),"R, Docker, XGBoost, TensorFlow, Snowflake, dbt, MongoDB",7,2025-10-27,76
JP-12080,Data Analyst,45000,"Atlanta, GA",Hybrid,Entry (0-2 yrs),Finance,Mid-Market (201-1000),"GCP, SQL, R",3,2025-04-10,99
JP-12081,Senior Data Engineer,202000,"Boston, MA",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"PyTorch, Python, Airflow, Snowflake, dbt",5,2025-11-08,76
JP-12082,Data Engineer,163000,"New York, NY",Remote,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"SQL, Redshift, Spark MLlib, TensorFlow, Snowflake, Scala, dbt",7,2025-07-08,115
JP-12083,Analytics Engineer,150000,"Dallas, TX",Remote,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"Spark MLlib, SQL, Kafka, BigQuery, Docker, GCP",6,2025-04-18,118
JP-12084,Data Analyst,87000,"San Francisco, CA",Remote,Entry (0-2 yrs),Retail,Large (1001-5000),"R, SQL",2,2025-06-04,203
JP-12085,Business Analyst,53000,"Dallas, TX",On-Site,Mid (3-5 yrs),Consulting,Mid-Market (201-1000),"Scala, Google Sheets, R",3,2025-07-10,76
JP-12086,Analytics Engineer,114000,"Austin, TX",Hybrid,Mid (3-5 yrs),Technology,Small (51-200),"Looker, Python",2,2025-09-30,88
JP-12087,BI Analyst,65000,"Miami, FL",On-Site,Entry (0-2 yrs),Consulting,Large (1001-5000),"AWS, dbt, Java, Azure, Google Sheets, SQL, Git",7,2025-03-11,107
JP-12088,Senior Data Analyst,127000,"Dallas, TX",On-Site,Lead (10+ yrs),Insurance,Startup (1-50),"Docker, Spark MLlib, Tableau, PostgreSQL, Power BI, PyTorch, Git, Snowflake, R",9,2025-08-05,74
JP-12089,Senior Data Scientist,236000,"Seattle, WA",On-Site,Senior (6-10 yrs),Finance,Large (1001-5000),"Power BI, BigQuery, Google Sheets, Snowflake, Kafka, TensorFlow, GCP, Python",8,2025-04-21,79
JP-12090,Business Analyst,56000,"Chicago, IL",On-Site,Entry (0-2 yrs),Retail,Large (1001-5000),"Tableau, Snowflake, Databricks, Looker",4,2025-10-19,110
JP-12091,ML Engineer,236000,"New York, NY",On-Site,Senior (6-10 yrs),Media,Large (1001-5000),"dbt, Python, Google Sheets, GCP, PyTorch, Tableau",6,2025-03-26,88
JP-12092,Analytics Engineer,212000,"San Francisco, CA",Hybrid,Senior (6-10 yrs),Finance,Enterprise (5000+),"Azure, Docker, Looker, Scala, Kafka",5,2025-08-25,77
JP-12093,Senior Data Analyst,103000,"Portland, OR",Hybrid,Senior (6-10 yrs),Consulting,Mid-Market (201-1000),"Tableau, Airflow, Power BI, MongoDB, Java, Redshift",6,2025-06-19,71
JP-12094,Analytics Engineer,113000,"Chicago, IL",Remote,Entry (0-2 yrs),Healthcare,Small (51-200),"Python, AWS, Excel, MongoDB, Google Sheets",5,2025-06-04,180
JP-12095,BI Analyst,58000,"Chicago, IL",Hybrid,Entry (0-2 yrs),Retail,Startup (1-50),"Looker, Java, SQL",3,2025-03-29,112
JP-12096,BI Analyst,93000,"Chicago, IL",Remote,Mid (3-5 yrs),Consulting,Large (1001-5000),"Google Sheets, PostgreSQL",2,2025-05-25,116
JP-12097,Senior Data Engineer,207000,"Chicago, IL",Hybrid,Senior (6-10 yrs),Consulting,Small (51-200),"Scala, Docker, PostgreSQL, Spark MLlib, Snowflake, MySQL, SQL, Azure",8,2025-11-07,99
JP-12098,Data Scientist,138000,"Austin, TX",On-Site,Senior (6-10 yrs),Finance,Startup (1-50),"XGBoost, R, Power BI, MongoDB",4,2025-06-26,88
JP-12099,Senior Data Scientist,226000,"Seattle, WA",Hybrid,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"PostgreSQL, Snowflake, Scikit-learn, R, MongoDB, Power BI, TensorFlow",7,2025-10-04,69
JP-12100,BI Analyst,69000,"Minneapolis, MN",Remote,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Power BI, Kafka, Looker, dbt, Scala",5,2025-04-17,124
JP-12101,Data Scientist,82000,"Denver, CO",On-Site,Entry (0-2 yrs),Education,Small (51-200),"Looker, Power BI, Spark MLlib, R",4,2025-11-02,112
JP-12102,Analytics Engineer,139000,"Boston, MA",Hybrid,Mid (3-5 yrs),Retail,Mid-Market (201-1000),"PyTorch, AWS, Looker, Scikit-learn, Kafka, Excel, Scala",7,2025-02-24,84
JP-12103,Business Analyst,104000,"Seattle, WA",Hybrid,Mid (3-5 yrs),Healthcare,Enterprise (5000+),"Power BI, SQL, R, Excel",4,2025-04-06,76
JP-12104,ML Engineer,205000,"Denver, CO",On-Site,Lead (10+ yrs),Technology,Large (1001-5000),"Databricks, Snowflake, XGBoost, Java, Spark MLlib, Redshift, MySQL",7,2025-01-01,80
JP-12105,Data Analyst,66000,Remote,Remote,Mid (3-5 yrs),Retail,Large (1001-5000),"BigQuery, Google Sheets, Scala",3,2025-04-17,134
JP-12106,Senior Data Scientist,183000,"Portland, OR",Hybrid,Senior (6-10 yrs),Media,Large (1001-5000),"R, Kafka, Scikit-learn, dbt, Snowflake, XGBoost",6,2025-10-08,65
JP-12107,Data Scientist,116000,"Phoenix, AZ",Remote,Entry (0-2 yrs),Media,Large (1001-5000),"Java, BigQuery",2,2025-01-13,190
JP-12108,Analytics Engineer,140000,"Miami, FL",On-Site,Senior (6-10 yrs),Insurance,Enterprise (5000+),"TensorFlow, Git, R, MongoDB, Azure, Snowflake, Python, dbt",8,2025-08-29,82
JP-12109,ML Engineer,118000,"Austin, TX",On-Site,Mid (3-5 yrs),Healthcare,Mid-Market (201-1000),"GCP, XGBoost, R, Scala",4,2025-06-05,73
JP-12110,Senior Data Analyst,84000,"Chicago, IL",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Docker, Looker, Java, Python, Google Sheets, Redshift",6,2025-01-03,83
JP-12111,Data Scientist,139000,"Austin, TX",Hybrid,Lead (10+ yrs),Education,Large (1001-5000),"TensorFlow, Airflow, Python",3,2025-01-28,92
JP-12112,Analytics Engineer,104000,"Chicago, IL",On-Site,Entry (0-2 yrs),Manufacturing,Small (51-200),"dbt, Redshift, Looker, Docker, XGBoost, Scikit-learn, Python",7,2025-05-04,133
JP-12113,Data Scientist,121000,"Austin, TX",Remote,Mid (3-5 yrs),Consulting,Enterprise (5000+),"Git, PyTorch, Java, dbt, Excel",5,2025-09-10,128
JP-12114,Data Scientist,133000,Remote,Remote,Mid (3-5 yrs),Media,Startup (1-50),"Scala, Databricks, Spark MLlib, Power BI, Scikit-learn, AWS",6,2025-09-27,100
JP-12115,Data Analyst,72000,"New York, NY",On-Site,Entry (0-2 yrs),Technology,Startup (1-50),"SQL, Airflow, Git, Excel",4,2025-04-27,131
JP-12116,BI Analyst,68000,"Denver, CO",On-Site,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Java, Google Sheets, Python",3,2025-11-12,128
JP-12117,Senior Data Analyst,126000,Remote,Remote,Senior (6-10 yrs),Education,Small (51-200),"Python, PostgreSQL, Looker, MongoDB, Databricks, dbt, TensorFlow, Scikit-learn, Kafka, Excel",10,2025-09-30,100
JP-12118,Data Engineer,123000,"Chicago, IL",On-Site,Mid (3-5 yrs),Healthcare,Large (1001-5000),"Python, Databricks, Kafka, PostgreSQL",4,2025-04-20,99
JP-12119,Data Analyst,49000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Consulting,Startup (1-50),"Scikit-learn, Google Sheets, XGBoost, Java, Git, SQL",6,2025-10-21,118
JP-12120,Business Analyst,67000,"Seattle, WA",On-Site,Entry (0-2 yrs),Finance,Small (51-200),"Java, Power BI, SQL",3,2025-12-29,116
JP-12121,ML Engineer,164000,"New York, NY",Remote,Mid (3-5 yrs),Retail,Large (1001-5000),"Airflow, AWS, Spark MLlib, XGBoost, Snowflake, R",6,2025-12-02,158
JP-12122,Data Analyst,96000,"Phoenix, AZ",Hybrid,Senior (6-10 yrs),Consulting,Enterprise (5000+),"R, Looker, Snowflake, Java, Excel, PostgreSQL, Redshift",7,2025-02-23,86
JP-12123,Senior Data Scientist,187000,"Miami, FL",Hybrid,Lead (10+ yrs),Technology,Large (1001-5000),"MySQL, Airflow, Scala, Redshift, PyTorch",5,2025-09-22,78
JP-12124,Data Scientist,132000,"Dallas, TX",Hybrid,Mid (3-5 yrs),Consulting,Large (1001-5000),"Scikit-learn, Power BI, Spark MLlib, Git, SQL, Excel",6,2025-01-25,67
JP-12125,Senior Data Analyst,128000,"Nashville, TN",On-Site,Senior (6-10 yrs),Consulting,Mid-Market (201-1000),"Azure, Git, GCP, Airflow, Python, Looker",6,2025-11-05,74
JP-12126,Senior Data Scientist,169000,"Chicago, IL",Remote,Mid (3-5 yrs),Retail,Large (1001-5000),"Databricks, Spark MLlib, R, MySQL",4,2025-02-04,126
JP-12127,Data Scientist,143000,"Minneapolis, MN",Hybrid,Senior (6-10 yrs),Consulting,Large (1001-5000),"PostgreSQL, Spark MLlib, Databricks, MySQL, Java, R",6,2025-01-19,86
JP-12128,Business Analyst,78000,"Phoenix, AZ",On-Site,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"Excel, Scala, Google Sheets",3,2025-10-21,85
JP-12129,Data Analyst,65000,"Portland, OR",Hybrid,Senior (6-10 yrs),Manufacturing,Startup (1-50),"Azure, Google Sheets, AWS, Python, BigQuery, Scala, Looker",7,2025-04-21,91
JP-12130,Data Scientist,122000,"Seattle, WA",On-Site,Mid (3-5 yrs),Healthcare,Small (51-200),"SQL, Looker, Power BI, Scikit-learn",4,2025-10-15,73
JP-12131,Data Scientist,114000,"Atlanta, GA",On-Site,Entry (0-2 yrs),Education,Large (1001-5000),"MongoDB, BigQuery, Looker, Scikit-learn, Scala, Google Sheets, Kafka, Snowflake",8,2025-06-27,107
JP-12132,Data Scientist,94000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Technology,Large (1001-5000),"MySQL, PostgreSQL, TensorFlow, Excel, SQL, XGBoost",6,2025-10-15,88
JP-12133,Senior Data Analyst,97000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"MySQL, Spark MLlib, Python, Redshift, TensorFlow",5,2025-08-04,72
JP-12134,Data Scientist,169000,"Portland, OR",Remote,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"SQL, Google Sheets",2,2025-07-03,140
JP-12135,Data Scientist,157000,"Miami, FL",Remote,Mid (3-5 yrs),Retail,Enterprise (5000+),"TensorFlow, Google Sheets, SQL, Power BI, Azure",5,2025-06-27,131
JP-12136,Data Analyst,67000,"Miami, FL",Hybrid,Entry (0-2 yrs),Technology,Enterprise (5000+),"BigQuery, MySQL, R, Looker, Google Sheets",5,2025-09-26,116
JP-12137,Senior Data Scientist,184000,"Raleigh, NC",On-Site,Senior (6-10 yrs),Healthcare,Enterprise (5000+),"Databricks, Python, PostgreSQL, PyTorch",4,2025-07-26,80
JP-12138,Data Analyst,72000,"Raleigh, NC",Hybrid,Mid (3-5 yrs),Technology,Small (51-200),"Looker, SQL, Python, Git",4,2025-09-30,81
JP-12139,BI Analyst,93000,"Minneapolis, MN",Hybrid,Senior (6-10 yrs),Education,Mid-Market (201-1000),"Git, Kafka, Looker, Scala, Python, Power BI",6,2025-03-10,76
JP-12140,Business Analyst,73000,"Denver, CO",On-Site,Mid (3-5 yrs),Insurance,Mid-Market (201-1000),"Power BI, MySQL, Redshift",3,2025-02-12,71
JP-12141,Senior Data Analyst,144000,"New York, NY",Remote,Senior (6-10 yrs),Retail,Small (51-200),"GCP, Looker, dbt, Scala, Google Sheets, SQL",6,2025-10-09,123
JP-12142,BI Analyst,75000,"Miami, FL",Hybrid,Mid (3-5 yrs),Technology,Large (1001-5000),"Scala, R, Tableau",3,2025-06-11,70
JP-12143,Data Scientist,145000,"Phoenix, AZ",Hybrid,Lead (10+ yrs),Technology,Mid-Market (201-1000),"SQL, Google Sheets, Looker",3,2025-01-15,69
JP-12144,Data Engineer,109000,"Atlanta, GA",Remote,Mid (3-5 yrs),Education,Startup (1-50),"Databricks, MySQL, SQL",3,2025-09-29,116
JP-12145,Senior Data Engineer,164000,"Phoenix, AZ",Hybrid,Lead (10+ yrs),Finance,Startup (1-50),"Python, AWS, Scala, Git, Redshift",5,2025-02-25,91
JP-12146,BI Analyst,72000,"Miami, FL",Remote,Entry (0-2 yrs),Media,Small (51-200),"Tableau, BigQuery, PostgreSQL",3,2025-08-26,173
JP-12147,Data Scientist,121000,"Chicago, IL",Remote,Mid (3-5 yrs),Healthcare,Mid-Market (201-1000),"Git, R, Python, Kafka",4,2025-09-04,94
JP-12148,Senior Data Analyst,91000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"AWS, PyTorch, TensorFlow, Java, Power BI, BigQuery, Scala",7,2025-08-28,79
JP-12149,Data Analyst,103000,"Denver, CO",On-Site,Senior (6-10 yrs),Consulting,Mid-Market (201-1000),"Looker, R, SQL, Google Sheets",4,2025-04-29,84
JP-12150,Analytics Engineer,201000,"Boston, MA",On-Site,Senior (6-10 yrs),Manufacturing,Enterprise (5000+),"PostgreSQL, Kafka, Excel, Looker, R, SQL",6,2025-10-12,94
JP-12151,Senior Data Engineer,207000,"Dallas, TX",Hybrid,Lead (10+ yrs),Consulting,Mid-Market (201-1000),"TensorFlow, Spark MLlib, GCP, R, dbt",5,2025-08-11,74
JP-12152,ML Engineer,145000,"Nashville, TN",On-Site,Mid (3-5 yrs),Insurance,Large (1001-5000),"PostgreSQL, Git, Snowflake, TensorFlow, Spark MLlib, Python, SQL",7,2025-01-03,91
JP-12153,Data Analyst,74000,"Raleigh, NC",Remote,Entry (0-2 yrs),Technology,Enterprise (5000+),"PostgreSQL, Tableau, MongoDB, R, Docker",5,2025-06-30,168
JP-12154,Analytics Engineer,98000,"Portland, OR",Remote,Mid (3-5 yrs),Healthcare,Small (51-200),"Python, GCP, Databricks, Docker",4,2025-01-11,124
JP-12155,Senior Data Analyst,105000,Remote,Remote,Senior (6-10 yrs),Education,Startup (1-50),"Kafka, R, Airflow, Tableau",4,2025-11-22,134
JP-12156,BI Analyst,91000,"Denver, CO",Remote,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Excel, Spark MLlib, AWS, Scikit-learn, GCP, Tableau",6,2025-09-08,102
JP-12157,BI Analyst,80000,"San Francisco, CA",Hybrid,Entry (0-2 yrs),Insurance,Mid-Market (201-1000),"Power BI, Scala, R",3,2025-01-23,112
JP-12158,Data Analyst,68000,"Chicago, IL",Hybrid,Mid (3-5 yrs),Government,Mid-Market (201-1000),"dbt, Databricks, AWS, Kafka, Tableau, MySQL, Redshift",7,2025-03-07,92
JP-12159,Business Analyst,78000,"Portland, OR",Hybrid,Senior (6-10 yrs),Technology,Enterprise (5000+),"Looker, Python, SQL",3,2025-09-18,87
JP-12160,ML Engineer,141000,"Austin, TX",On-Site,Mid (3-5 yrs),Technology,Small (51-200),"PostgreSQL, TensorFlow, SQL, Git, MongoDB",5,2025-03-24,61
JP-12161,ML Engineer,119000,"Minneapolis, MN",On-Site,Entry (0-2 yrs),Manufacturing,Mid-Market (201-1000),"Scikit-learn, Docker, Git, R, AWS, Scala, MySQL",7,2025-11-28,100
JP-12162,Data Engineer,153000,"Atlanta, GA",Hybrid,Senior (6-10 yrs),Retail,Enterprise (5000+),"Redshift, Snowflake, Airflow, MySQL, AWS, Python",6,2025-09-04,90
JP-12163,Business Analyst,54000,"Denver, CO",Remote,Entry (0-2 yrs),Retail,Large (1001-5000),"BigQuery, PostgreSQL, Java, Power BI, R",5,2025-04-22,149
JP-12164,Senior Data Analyst,132000,"Boston, MA",Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"Google Sheets, Power BI, PyTorch, Java, Azure",5,2025-11-17,128
JP-12165,ML Engineer,189000,"Austin, TX",On-Site,Senior (6-10 yrs),Manufacturing,Large (1001-5000),"R, BigQuery, TensorFlow, XGBoost, AWS",5,2025-09-12,68
JP-12166,Data Engineer,139000,"Miami, FL",On-Site,Lead (10+ yrs),Technology,Small (51-200),"AWS, XGBoost, PostgreSQL, TensorFlow, Kafka, Java, Tableau, Excel, BigQuery",9,2025-01-08,93
JP-12167,Analytics Engineer,232000,"New York, NY",Remote,Senior (6-10 yrs),Technology,Enterprise (5000+),"Python, PostgreSQL, Scala, Tableau",4,2025-10-25,144
JP-12168,Data Analyst,59000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Finance,Small (51-200),"Java, Looker, Excel",3,2025-04-16,113
JP-12169,ML Engineer,155000,Remote,Remote,Mid (3-5 yrs),Healthcare,Large (1001-5000),"dbt, Scikit-learn, Azure, Python, AWS, TensorFlow, Scala",7,2025-10-01,124
JP-12170,Data Engineer,95000,"Phoenix, AZ",Hybrid,Entry (0-2 yrs),Finance,Enterprise (5000+),"Azure, Java",2,2025-12-12,113
JP-12171,Analytics Engineer,127000,"Phoenix, AZ",Hybrid,Mid (3-5 yrs),Education,Enterprise (5000+),"Java, PostgreSQL, SQL, Airflow, Git, GCP, Snowflake",7,2025-09-01,63
JP-12172,Senior Data Analyst,93000,"Nashville, TN",Hybrid,Senior (6-10 yrs),Consulting,Small (51-200),"Google Sheets, Git",2,2025-05-14,86
JP-12173,Analytics Engineer,133000,"San Francisco, CA",On-Site,Entry (0-2 yrs),Finance,Mid-Market (201-1000),"Databricks, Airflow, Python, Looker",4,2025-06-20,100
JP-12174,BI Analyst,73000,"Raleigh, NC",Hybrid,Entry (0-2 yrs),Healthcare,Large (1001-5000),"PostgreSQL, Tableau, Excel",3,2025-04-26,112
JP-12175,BI Analyst,67000,"Chicago, IL",Remote,Entry (0-2 yrs),Manufacturing,Enterprise (5000+),"Tableau, MySQL, SQL, Azure",4,2025-07-11,134
JP-12176,Analytics Engineer,205000,Remote,Remote,Lead (10+ yrs),Technology,Enterprise (5000+),"Java, Airflow, Databricks",3,2025-02-21,129
JP-12177,Business Analyst,55000,"Raleigh, NC",Hybrid,Mid (3-5 yrs),Retail,Startup (1-50),"Java, Python, Looker",3,2025-03-18,85
JP-12178,Data Analyst,66000,"Austin, TX",On-Site,Entry (0-2 yrs),Finance,Large (1001-5000),"Git, Kafka, Python, Power BI, Excel, MySQL, Snowflake, GCP",8,2025-08-01,103
JP-12179,BI Analyst,60000,"Phoenix, AZ",On-Site,Mid (3-5 yrs),Finance,Startup (1-50),"Looker, R, PostgreSQL, MongoDB, dbt, Kafka",6,2025-04-29,75
JP-12180,Business Analyst,67000,"Atlanta, GA",On-Site,Mid (3-5 yrs),Manufacturing,Large (1001-5000),"Kafka, Tableau, dbt",3,2025-05-21,81
JP-12181,BI Analyst,118000,"New York, NY",On-Site,Senior (6-10 yrs),Healthcare,Small (51-200),"MySQL, Tableau",2,2025-11-23,71
JP-12182,BI Analyst,106000,"Boston, MA",On-Site,Senior (6-10 yrs),Technology,Small (51-200),"Python, Looker, Scala",3,2025-11-09,79
JP-12183,Senior Data Scientist,167000,"Portland, OR",Remote,Mid (3-5 yrs),Retail,Startup (1-50),"Azure, Git, Databricks, PyTorch, TensorFlow, PostgreSQL",6,2025-10-21,126
JP-12184,BI Analyst,87000,"Seattle, WA",On-Site,Entry (0-2 yrs),Education,Enterprise (5000+),"Power BI, BigQuery, Redshift, Python, Snowflake, Scala, Google Sheets",7,2025-03-14,114
JP-12185,Data Engineer,174000,"Nashville, TN",Remote,Lead (10+ yrs),Finance,Small (51-200),"Airflow, Snowflake, MongoDB, SQL, Looker, PostgreSQL, Databricks, R, Kafka",9,2025-09-30,136
JP-12186,Data Engineer,106000,"Dallas, TX",Remote,Mid (3-5 yrs),Finance,Large (1001-5000),"Java, dbt, MySQL, Docker, Redshift, Databricks, R",7,2025-10-12,132
